Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear
2PM_zh.wikipedia.org_all-access_spider,2016-03-15,16.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-15,4.0,3C,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-15,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-15,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-15,15.0,5566,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-15,,91Days,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-15,8.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-15,35.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-16,14.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-16,22.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-16,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-16,8.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-16,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-16,13.0,5566,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-16,,91Days,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-16,20.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-16,64.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-17,17.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-17,18.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-17,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-17,11.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-17,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-17,8.0,5566,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-17,,91Days,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-17,11.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-17,69.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-18,6.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-18,46.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-18,3.0,3C,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-18,9.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-18,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-18,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-18,,91Days,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-18,54.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-18,24.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-19,18.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-19,17.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-19,4.0,3C,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-19,28.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-19,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-19,7.0,5566,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-19,,91Days,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-19,8.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-19,16.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-20,13.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
2PM_zh.wikipedia.org_all-access_spider,2016-03-20,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
3C_zh.wikipedia.org_all-access_spider,2016-03-20,7.0,3C,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
4minute_zh.wikipedia.org_all-access_spider,2016-03-20,17.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-20,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
5566_zh.wikipedia.org_all-access_spider,2016-03-20,12.0,5566,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
91Days_zh.wikipedia.org_all-access_spider,2016-03-20,,91Days,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-20,7.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
AKB48_zh.wikipedia.org_all-access_spider,2016-03-20,34.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,11
2NE1_zh.wikipedia.org_all-access_spider,2016-03-21,11.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-21,17.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-21,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-21,11.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-21,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-21,22.0,5566,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-21,,91Days,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-21,15.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-21,28.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-22,12.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-22,12.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-22,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-22,13.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-22,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-22,19.0,5566,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-22,,91Days,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-22,53.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-22,42.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-23,11.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-23,17.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-23,10.0,3C,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-23,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-23,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-23,9.0,5566,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-23,,91Days,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-23,14.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-23,24.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-24,8.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-24,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-24,9.0,3C,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-24,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-24,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-24,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-24,,91Days,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-24,20.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-24,43.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-25,15.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-25,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-25,5.0,3C,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-25,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-25,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-25,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-25,,91Days,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-25,17.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-25,22.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,4,Friday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-26,11.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-26,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-26,1.0,3C,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-26,16.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-26,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-26,8.0,5566,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-26,,91Days,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-26,20.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-26,114.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,5,Saturday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-27,20.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
2PM_zh.wikipedia.org_all-access_spider,2016-03-27,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
3C_zh.wikipedia.org_all-access_spider,2016-03-27,6.0,3C,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
4minute_zh.wikipedia.org_all-access_spider,2016-03-27,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-27,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
5566_zh.wikipedia.org_all-access_spider,2016-03-27,11.0,5566,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
91Days_zh.wikipedia.org_all-access_spider,2016-03-27,,91Days,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-27,14.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
AKB48_zh.wikipedia.org_all-access_spider,2016-03-27,41.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,6,Sunday,1,12
2NE1_zh.wikipedia.org_all-access_spider,2016-03-28,59.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
2PM_zh.wikipedia.org_all-access_spider,2016-03-28,28.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
3C_zh.wikipedia.org_all-access_spider,2016-03-28,7.0,3C,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
4minute_zh.wikipedia.org_all-access_spider,2016-03-28,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-28,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
5566_zh.wikipedia.org_all-access_spider,2016-03-28,14.0,5566,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
91Days_zh.wikipedia.org_all-access_spider,2016-03-28,,91Days,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-28,11.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
AKB48_zh.wikipedia.org_all-access_spider,2016-03-28,23.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,0,Monday,1,13
2NE1_zh.wikipedia.org_all-access_spider,2016-03-29,11.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
2PM_zh.wikipedia.org_all-access_spider,2016-03-29,36.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
3C_zh.wikipedia.org_all-access_spider,2016-03-29,4.0,3C,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
4minute_zh.wikipedia.org_all-access_spider,2016-03-29,13.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-29,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
5566_zh.wikipedia.org_all-access_spider,2016-03-29,17.0,5566,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
91Days_zh.wikipedia.org_all-access_spider,2016-03-29,,91Days,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-29,18.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
AKB48_zh.wikipedia.org_all-access_spider,2016-03-29,28.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,1,Tuesday,1,13
2NE1_zh.wikipedia.org_all-access_spider,2016-03-30,18.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
2PM_zh.wikipedia.org_all-access_spider,2016-03-30,23.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
3C_zh.wikipedia.org_all-access_spider,2016-03-30,6.0,3C,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
4minute_zh.wikipedia.org_all-access_spider,2016-03-30,25.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-30,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
5566_zh.wikipedia.org_all-access_spider,2016-03-30,13.0,5566,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
91Days_zh.wikipedia.org_all-access_spider,2016-03-30,,91Days,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-30,15.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
AKB48_zh.wikipedia.org_all-access_spider,2016-03-30,37.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,2,Wednesday,1,13
2NE1_zh.wikipedia.org_all-access_spider,2016-03-31,17.0,2NE1,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
2PM_zh.wikipedia.org_all-access_spider,2016-03-31,12.0,2PM,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
3C_zh.wikipedia.org_all-access_spider,2016-03-31,2.0,3C,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
4minute_zh.wikipedia.org_all-access_spider,2016-03-31,25.0,4minute,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-03-31,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
5566_zh.wikipedia.org_all-access_spider,2016-03-31,12.0,5566,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
91Days_zh.wikipedia.org_all-access_spider,2016-03-31,,91Days,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-03-31,28.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
AKB48_zh.wikipedia.org_all-access_spider,2016-03-31,33.0,AKB48,zh.wikipedia.org,all-access,spider,2016,3,3,Thursday,1,13
2NE1_zh.wikipedia.org_all-access_spider,2016-04-01,12.0,2NE1,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
2PM_zh.wikipedia.org_all-access_spider,2016-04-01,25.0,2PM,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
3C_zh.wikipedia.org_all-access_spider,2016-04-01,4.0,3C,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
4minute_zh.wikipedia.org_all-access_spider,2016-04-01,18.0,4minute,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-04-01,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
5566_zh.wikipedia.org_all-access_spider,2016-04-01,14.0,5566,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
91Days_zh.wikipedia.org_all-access_spider,2016-04-01,,91Days,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-04-01,39.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
AKB48_zh.wikipedia.org_all-access_spider,2016-04-01,38.0,AKB48,zh.wikipedia.org,all-access,spider,2016,4,4,Friday,2,13
2NE1_zh.wikipedia.org_all-access_spider,2016-04-02,14.0,2NE1,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
2PM_zh.wikipedia.org_all-access_spider,2016-04-02,18.0,2PM,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
3C_zh.wikipedia.org_all-access_spider,2016-04-02,155.0,3C,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
4minute_zh.wikipedia.org_all-access_spider,2016-04-02,18.0,4minute,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-04-02,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
5566_zh.wikipedia.org_all-access_spider,2016-04-02,8.0,5566,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
91Days_zh.wikipedia.org_all-access_spider,2016-04-02,,91Days,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-04-02,19.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
AKB48_zh.wikipedia.org_all-access_spider,2016-04-02,73.0,AKB48,zh.wikipedia.org,all-access,spider,2016,4,5,Saturday,2,13
2NE1_zh.wikipedia.org_all-access_spider,2016-04-03,13.0,2NE1,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
2PM_zh.wikipedia.org_all-access_spider,2016-04-03,18.0,2PM,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
3C_zh.wikipedia.org_all-access_spider,2016-04-03,155.0,3C,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
4minute_zh.wikipedia.org_all-access_spider,2016-04-03,23.0,4minute,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-04-03,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
5566_zh.wikipedia.org_all-access_spider,2016-04-03,18.0,5566,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
91Days_zh.wikipedia.org_all-access_spider,2016-04-03,,91Days,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
A'N'D_zh.wikipedia.org_all-access_spider,2016-04-03,23.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
AKB48_zh.wikipedia.org_all-access_spider,2016-04-03,28.0,AKB48,zh.wikipedia.org,all-access,spider,2016,4,6,Sunday,2,13
2NE1_zh.wikipedia.org_all-access_spider,2016-04-04,9.0,2NE1,zh.wikipedia.org,all-access,spider,2016,4,0,Monday,2,14
2PM_zh.wikipedia.org_all-access_spider,2016-04-04,16.0,2PM,zh.wikipedia.org,all-access,spider,2016,4,0,Monday,2,14
3C_zh.wikipedia.org_all-access_spider,2016-04-04,83.0,3C,zh.wikipedia.org,all-access,spider,2016,4,0,Monday,2,14
4minute_zh.wikipedia.org_all-access_spider,2016-04-04,27.0,4minute,zh.wikipedia.org,all-access,spider,2016,4,0,Monday,2,14
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-04-04,,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,4,0,Monday,2,14
